id,email,phone,city,country,firstname,surname,android,iphone,desktop
898,Alana.Koch@example.com,576-828-7913,Barcelona,Spain,Alana,Koch,False,True,True
899,Frankie.Jenkins@example.com,301-409-5419,San Francisco,USA,Frankie,Jenkins,False,False,True
900,Zane.Oconnor@example.com,108-772-5524,Chicago,USA,Zane,Oconnor,False,False,True
901,Lily-May.Horne@example.com,564-761-8451,Los Angeles,USA,Lily-May,Horne,False,True,False
902,Mitchell.Murray@example.com,939-709-6815,San Francisco,USA,Mitchell,Murray,True,True,False
903,Dominik.Velez@example.com,149-740-6115,San Francisco,USA,Dominik,Velez,True,True,False
904,Martin.Perry@example.com,586-420-6418,Paris,France,Martin,Perry,True,True,False
905,Cory.Case@example.com,406-161-3681,London,United Kingdom,Cory,Case,True,False,False
906,Astrid.Miles@example.com,473-411-8478,Paris,France,Astrid,Miles,False,True,True
907,Samia.Bradley@example.com,363-816-6259,San Diego,USA,Samia,Bradley,False,True,True
908,Nataniel.Glenn@example.com,504-112-5228,Los Angeles,USA,Nataniel,Glenn,True,True,True
909,Tyler.Vasquez@example.com,899-668-7177,London,United Kingdom,Tyler,Vasquez,False,True,False
910,Everly.Chaney@example.com,184-294-5435,San Francisco,USA,Everly,Chaney,False,False,True
911,Sapphire.Lane@example.com,847-138-8647,Chicago,USA,Sapphire,Lane,True,True,False
912,Junaid.Fletcher@example.com,677-571-4277,Los Angeles,USA,Junaid,Fletcher,False,True,True
913,Ricardo.Odling@example.com,218-272-9415,New York,USA,Ricardo,Odling,True,True,False
914,Nancy.Sharp@example.com,723-866-1140,Los Angeles,USA,Nancy,Sharp,False,False,True
915,Barry.Buck@example.com,667-391-6777,San Francisco,USA,Barry,Buck,True,True,True
916,Mya.Ho@example.com,448-770-8204,San Francisco,USA,Mya,Ho,False,True,True
917,Carol.Russo@example.com,192-156-9508,Toronto,Canada,Carol,Russo,True,False,True
918,William.Franco@example.com,196-468-3312,Toronto,Canada,William,Franco,True,True,False
919,Ayesha.Underwood@example.com,687-284-9762,San Francisco,USA,Ayesha,Underwood,True,True,True
920,Kamil.Bernard@example.com,400-528-1349,San Francisco,USA,Kamil,Bernard,False,False,True
921,Hollie.Escobar@example.com,978-312-6279,London,United Kingdom,Hollie,Escobar,True,True,True
922,Luisa.Haley@example.com,916-879-3164,Barcelona,Spain,Luisa,Haley,False,True,True
923,Russell.Long@example.com,399-959-7203,Montreal,Canada,Russell,Long,True,True,True
924,Kendra.Francis@example.com,680-603-3144,San Francisco,USA,Kendra,Francis,True,False,False
925,Yasmine.Scott@example.com,300-321-6761,San Diego,USA,Yasmine,Scott,False,False,True
926,Ann.John@example.com,814-362-6094,San Francisco,USA,Ann,John,False,True,True
927,Alejandro.Kent@example.com,915-320-3214,Chicago,USA,Alejandro,Kent,True,True,False
928,Hanna.Knight@example.com,249-198-1689,San Diego,USA,Hanna,Knight,True,True,False
929,Alannah.Perkins@example.com,705-521-6039,Chicago,USA,Alannah,Perkins,True,True,False
930,Christina.Mays@example.com,333-143-8841,San Francisco,USA,Christina,Mays,True,False,True
931,Tori.Rowland@example.com,372-470-9101,San Diego,USA,Tori,Rowland,True,True,False
932,Ayden.Valentine@example.com,208-392-1702,San Francisco,USA,Ayden,Valentine,True,False,True
933,Kaine.Blankenship@example.com,294-274-7917,San Diego,USA,Kaine,Blankenship,True,True,False
934,Alessandro.French@example.com,216-516-1958,San Diego,USA,Alessandro,French,True,False,True
935,Chloe.Mullen@example.com,723-357-7363,New York,USA,Chloe,Mullen,True,False,False
936,Ted.Wiggins@example.com,153-176-3641,San Diego,USA,Ted,Wiggins,True,False,False
937,Nina.Mathews@example.com,863-385-2205,New York,USA,Nina,Mathews,False,True,False
938,Alisha.Hoover@example.com,500-251-7080,San Diego,USA,Alisha,Hoover,True,False,False
939,Alyssa.Bradshaw@example.com,606-353-8050,San Diego,USA,Alyssa,Bradshaw,True,False,True
940,Marilyn.Hart@example.com,635-581-5074,Los Angeles,USA,Marilyn,Hart,True,True,True
941,Connor.Neal@example.com,189-827-7386,Chicago,USA,Connor,Neal,True,False,True
942,Cai.Rowe@example.com,263-391-9368,New York,USA,Cai,Rowe,True,False,True
943,Delores.Carroll@example.com,778-532-2184,Chicago,USA,Delores,Carroll,False,True,False
944,Hiba.Hicks@example.com,640-390-3390,Chicago,USA,Hiba,Hicks,True,True,False
945,Elisha.Owens@example.com,195-699-1871,Los Angeles,USA,Elisha,Owens,False,True,False
946,Lacie.Mayer@example.com,412-562-8215,Toronto,Canada,Lacie,Mayer,True,True,False
947,Isra.Burgess@example.com,142-470-3907,San Diego,USA,Isra,Burgess,True,False,True
948,Kobe.Knapp@example.com,911-288-9695,Los Angeles,USA,Kobe,Knapp,False,True,True
949,Sufyaan.Villanueva@example.com,882-282-1419,Toronto,Canada,Sufyaan,Villanueva,True,False,False
950,Meredith.Reyes@example.com,680-737-7650,New York,USA,Meredith,Reyes,True,False,False
951,Chelsea.Proctor@example.com,256-560-3458,Chicago,USA,Chelsea,Proctor,False,False,True
952,Humaira.Quinn@example.com,623-887-1255,London,United Kingdom,Humaira,Quinn,False,False,True
953,Zaynab.Davila@example.com,767-906-5124,Toronto,Canada,Zaynab,Davila,False,True,False
954,Aston.Villegas@example.com,553-640-6714,Los Angeles,USA,Aston,Villegas,True,False,True
955,Stuart.Clements@example.com,104-221-4124,New York,USA,Stuart,Clements,True,True,True
956,Zakariya.Stuart@example.com,192-776-4957,Los Angeles,USA,Zakariya,Stuart,False,False,True
957,Effie.Jordan@example.com,778-566-2709,San Francisco,USA,Effie,Jordan,False,True,True
958,Luna.Fowler@example.com,137-365-6816,Los Angeles,USA,Luna,Fowler,True,True,True
959,Haydn.Contreras@example.com,694-921-2135,Chicago,USA,Haydn,Contreras,False,True,True
960,Lewis.Mcmahon@example.com,682-426-4872,San Francisco,USA,Lewis,Mcmahon,True,False,False
961,Tobias.Schultz@example.com,995-854-2821,Los Angeles,USA,Tobias,Schultz,False,True,True
962,Isobella.Gilbert@example.com,717-961-9368,Barcelona,Spain,Isobella,Gilbert,True,False,True
963,Billy.Norton@example.com,816-614-5153,Chicago,USA,Billy,Norton,True,False,False
964,Colby.Harding@example.com,584-554-7060,San Francisco,USA,Colby,Harding,True,True,True
965,Renee.Arroyo@example.com,706-663-4493,Los Angeles,USA,Renee,Arroyo,False,True,True
966,Marjorie.Munoz@example.com,385-637-4138,Los Angeles,USA,Marjorie,Munoz,True,False,False
967,Emilio.Stevenson@example.com,293-399-2353,Toronto,Canada,Emilio,Stevenson,True,False,False
968,Roosevelt.Huff@example.com,348-716-1274,New York,USA,Roosevelt,Huff,True,False,True
969,Layla.Roth@example.com,812-207-8855,Montreal,Canada,Layla,Roth,True,True,False
970,Qasim.Bullock@example.com,392-468-4297,Chicago,USA,Qasim,Bullock,True,True,True
971,Kyran.Duncan@example.com,433-632-3326,New York,USA,Kyran,Duncan,True,False,True
972,Rhiannon.Vaughan@example.com,206-626-6238,Chicago,USA,Rhiannon,Vaughan,True,True,False
973,Jean.Winters@example.com,526-938-2752,San Diego,USA,Jean,Winters,True,False,True
974,Jared.Hamilton@example.com,642-707-7765,New York,USA,Jared,Hamilton,True,False,False
975,Zachary.Rubio@example.com,971-477-1542,Montreal,Canada,Zachary,Rubio,True,True,True
976,Marnie.Mayo@example.com,725-331-2757,San Diego,USA,Marnie,Mayo,True,False,False
977,Anita.Skinner@example.com,885-134-1740,Barcelona,Spain,Anita,Skinner,True,True,False
978,Zain.Haney@example.com,206-514-3761,New York,USA,Zain,Haney,False,False,True
979,Myrtle.Bradford@example.com,960-593-3677,San Diego,USA,Myrtle,Bradford,True,True,False
980,Kacie.Lester@example.com,673-651-6332,Toronto,Canada,Kacie,Lester,True,False,False
981,Gwen.Norris@example.com,699-606-9952,San Diego,USA,Gwen,Norris,True,True,False
982,Myles.Sharpe@example.com,420-682-4722,Toronto,Canada,Myles,Sharpe,False,True,False
983,Nicola.Davenport@example.com,335-679-5225,Toronto,Canada,Nicola,Davenport,False,True,True
984,Adrian.Joseph@example.com,808-456-6071,Chicago,USA,Adrian,Joseph,True,True,True
985,Lloyd.Robbins@example.com,603-494-3648,London,United Kingdom,Lloyd,Robbins,False,True,True
986,Rosanna.Dyer@example.com,512-600-6692,Los Angeles,USA,Rosanna,Dyer,False,True,False
987,Caitlyn.Lawson@example.com,470-723-2187,Paris,France,Caitlyn,Lawson,False,True,True
988,Cain.Robertson@example.com,375-525-5823,New York,USA,Cain,Robertson,False,True,True
989,Leyla.Finley@example.com,743-377-7767,New York,USA,Leyla,Finley,False,True,True
990,Juliette.Luna@example.com,782-806-6417,New York,USA,Juliette,Luna,False,True,False
991,Marion.Webster@example.com,169-218-9165,Toronto,Canada,Marion,Webster,False,True,True
992,Sebastian.Pierce@example.com,947-717-1440,Chicago,USA,Sebastian,Pierce,True,True,True
993,Jayson.Sutton@example.com,289-775-9088,Montreal,Canada,Jayson,Sutton,False,True,True
994,Inaaya.Bruce@example.com,780-773-8755,London,United Kingdom,Inaaya,Bruce,True,False,True
995,Raja.Reeves@example.com,990-569-7356,Montreal,Canada,Raja,Reeves,True,True,False
996,Maria.Stephens@example.com,798-578-4631,Toronto,Canada,Maria,Stephens,True,True,False
997,Sam.Arias@example.com,415-467-1137,Chicago,USA,Sam,Arias,False,True,False
998,Fatimah.Johns@example.com,520-433-7411,London,United Kingdom,Fatimah,Johns,False,True,False
999,Ada.Reid@example.com,958-944-9616,Chicago,USA,Ada,Reid,True,True,True
1000,Simeon.Mccall@example.com,135-125-7738,San Francisco,USA,Simeon,Mccall,True,False,True
